step,id,x,y,z
52,37,0.504725,0.500239,0.506309
52,38,0.501687,0.498547,0.50276
52,39,0.491472,0.558169,0.486835
52,40,0.564434,0.566261,0.50589
52,41,0.517801,0.507385,0.516033
52,42,0.507456,0.492442,0.499529
52,43,0.511911,0.495746,0.502299
52,44,0.507601,0.510697,0.494687
52,45,0.506257,0.502045,0.508039
52,46,0.520525,0.504424,0.509766
52,47,0.496469,0.501282,0.516239
52,48,0.503449,0.492364,0.503691
52,49,0.498523,0.501301,0.510357
52,50,0.508258,0.486046,0.503583
52,51,0.504458,0.58491,0.497899
52,52,0.497747,0.496599,0.506614
52,53,0.520608,0.470775,0.506506
52,54,0.508433,0.481992,0.508983
52,55,0.507252,0.493482,0.506766
52,56,0.494152,0.491779,0.516015
52,57,0.528067,0.53566,0.517989
52,58,0.495179,0.492062,0.51163
52,59,0.539163,0.608058,0.464421
52,60,0.467814,0.598375,0.47697
52,61,0.547368,0.566643,0.531898
52,62,0.500842,0.492751,0.51133
52,63,0.489548,0.503933,0.511389
52,64,0.538349,0.526838,0.494575
52,65,0.501267,0.44051,0.553699
52,66,0.491335,0.470778,0.490357
52,67,0.512433,0.496887,0.518363
52,68,0.518604,0.55755,0.528529
52,69,0.498529,0.503129,0.553994
52,70,0.514805,0.492903,0.504073
52,71,0.43406,0.563374,0.489397
52,72,0.503151,0.495908,0.502237
52,73,0.499774,0.491174,0.506284
52,74,0.499517,0.497153,0.505732
52,75,0.540173,0.507762,0.509573
52,76,0.507314,0.498211,0.506256
52,77,0.520747,0.485069,0.519916
52,78,0.490492,0.498624,0.506071
52,79,0.50086,0.48658,0.508601
52,80,0.506534,0.499451,0.516387
52,81,0.482414,0.472214,0.509395
52,82,0.43184,0.392509,0.535919
52,83,0.490695,0.50086,0.508311
52,84,0.499919,0.500471,0.506974
52,85,0.492441,0.493501,0.509956
52,86,0.500559,0.497209,0.502108
52,87,0.509663,0.48873,0.502368
52,88,0.490002,0.49339,0.509971
52,89,0.498575,0.518186,0.506018
52,90,0.497685,0.482781,0.502103
52,91,0.51385,0.494147,0.495648
52,92,0.492324,0.488617,0.513165
52,93,0.500571,0.48659,0.506682
52,94,0.569849,0.512132,0.512654
52,95,0.479273,0.477926,0.516186
52,96,0.500032,0.492697,0.51218
52,97,0.519793,0.492991,0.505358
52,98,0.436627,0.524511,0.504016
52,99,0.498723,0.497947,0.503838
53,0,0.505139,0.476313,0.482351
53,1,0.517072,0.512454,0.519871
53,2,0.507731,0.492339,0.516883
53,3,0.502975,0.494754,0.510228
53,4,0.493068,0.491115,0.505255
53,5,0.517426,0.523593,0.525251
53,6,0.513775,0.492006,0.510102
53,7,0.500019,0.496773,0.503694
53,8,0.511002,0.494633,0.508365
53,9,0.511651,0.517345,0.524226
53,10,0.498839,0.462697,0.517227
53,11,0.507117,0.501837,0.498389
53,12,0.507754,0.47891,0.506929
53,13,0.51431,0.486975,0.510173
53,14,0.513026,0.505071,0.490013
53,15,0.500166,0.506126,0.492477
53,16,0.51515,0.509363,0.501825
53,17,0.501246,0.50276,0.508156
53,18,0.513378,0.504021,0.504015
53,19,0.501897,0.497586,0.505771
53,20,0.509119,0.457641,0.476573
53,21,0.491052,0.521127,0.551827
53,22,0.507215,0.486614,0.505527
53,23,0.479497,0.54789,0.469031
53,24,0.524622,0.505236,0.539207
53,25,0.476801,0.50256,0.507907
53,26,0.461208,0.515911,0.479829
53,27,0.517337,0.529843,0.491042
53,28,0.505452,0.4908,0.507747
53,29,0.50259,0.48384,0.498324
53,30,0.500842,0.48966,0.507629
53,31,0.500811,0.495512,0.520121
53,32,0.49254,0.502378,0.508926
53,33,0.494289,0.589669,0.534849
53,34,0.427349,0.482885,0.501169
53,35,0.501146,0.475103,0.509794
53,36,0.502632,0.491904,0.501406
53,37,0.505667,0.500745,0.506627
53,38,0.50204,0.49871,0.503461
53,39,0.491184,0.558783,0.4868
53,40,0.565407,0.567225,0.506063
53,41,0.518232,0.507924,0.5161
53,42,0.507451,0.492839,0.499806
53,43,0.5124,0.495369,0.502385
53,44,0.508131,0.510467,0.495384
53,45,0.505197,0.502332,0.508777
53,46,0.520986,0.504182,0.509306
53,47,0.497074,0.50046,0.517091
53,48,0.503811,0.493003,0.504331
53,49,0.498256,0.501923,0.510609
53,50,0.507977,0.486882,0.503781
53,51,0.504501,0.586073,0.497827
53,52,0.497442,0.495374,0.50655
53,53,0.520416,0.470541,0.506826
53,54,0.508685,0.480735,0.509243
53,55,0.507402,0.494873,0.506756
53,56,0.493739,0.491686,0.516735
53,57,0.528084,0.535868,0.518012
53,58,0.494889,0.492382,0.51203
53,59,0.539896,0.60986,0.464001
53,60,0.46729,0.599952,0.476606
53,61,0.548037,0.567623,0.53228
53,62,0.500436,0.492243,0.5116
53,63,0.490031,0.503108,0.511615
53,64,0.538666,0.527083,0.494903
53,65,0.501307,0.439622,0.554316
53,66,0.491665,0.471023,0.490684
53,67,0.512166,0.496075,0.518348
53,68,0.518998,0.558208,0.528763
53,69,0.498517,0.503722,0.554579
53,70,0.514705,0.493221,0.503982
53,71,0.432954,0.564184,0.489233
53,72,0.502213,0.495242,0.502552
53,73,0.499625,0.49132,0.507306
53,74,0.499071,0.497118,0.50564
53,75,0.540223,0.507688,0.509726
53,76,0.506752,0.496849,0.506504
53,77,0.521001,0.485506,0.520216
53,78,0.491388,0.49823,0.506597
53,79,0.500944,0.487002,0.508447
53,80,0.506069,0.499438,0.516232
53,81,0.482589,0.472496,0.509638
53,82,0.430705,0.390664,0.536532
53,83,0.491186,0.501363,0.508622
53,84,0.500107,0.500525,0.506301
53,85,0.492377,0.493643,0.509602
53,86,0.500495,0.497373,0.502053
53,87,0.509956,0.487448,0.502491
53,88,0.488911,0.493057,0.509968
53,89,0.499057,0.518022,0.506707
53,90,0.498083,0.482687,0.502358
53,91,0.514158,0.493987,0.494552
53,92,0.492637,0.48964,0.512146
53,93,0.500388,0.486878,0.506931
53,94,0.569236,0.512118,0.512441
53,95,0.479631,0.477544,0.516679
53,96,0.50051,0.492613,0.512134
53,97,0.520158,0.493371,0.505697
53,98,0.435455,0.525032,0.504307
53,99,0.498082,0.496815,0.503663
54,0,0.505593,0.476343,0.4818
54,1,0.516585,0.51275,0.519646
54,2,0.508699,0.492412,0.516947
54,3,0.502857,0.495075,0.510368
54,4,0.493812,0.491933,0.505345
54,5,0.518105,0.522993,0.524698
54,6,0.513644,0.49182,0.510303
54,7,0.499723,0.496915,0.503156
54,8,0.51103,0.495657,0.507765
54,9,0.511632,0.517603,0.524362
54,10,0.498912,0.462481,0.517351
54,11,0.507015,0.502001,0.498257
54,12,0.507092,0.479314,0.507682
54,13,0.514661,0.486819,0.510178
54,14,0.51224,0.504069,0.48995
54,15,0.500451,0.505827,0.493656
54,16,0.514723,0.509074,0.502033
54,17,0.50139,0.502302,0.508653
54,18,0.513731,0.502696,0.504226
54,19,0.501487,0.497486,0.506091
54,20,0.509357,0.457271,0.476654
54,21,0.491212,0.521473,0.552278
54,22,0.507806,0.486552,0.50596
54,23,0.479331,0.548454,0.468719
54,24,0.525439,0.505003,0.539552
54,25,0.47725,0.502808,0.508175
54,26,0.460867,0.516031,0.47982
54,27,0.517885,0.530437,0.491024
54,28,0.505643,0.490857,0.507614
54,29,0.503048,0.482924,0.498889
54,30,0.500489,0.489448,0.507282
54,31,0.500662,0.495844,0.52087
54,32,0.49192,0.501378,0.507776
54,33,0.494252,0.591036,0.535268
54,34,0.426142,0.482709,0.501212
54,35,0.502086,0.474869,0.5094
54,36,0.503053,0.491528,0.501606
54,37,0.506611,0.501158,0.506965
54,38,0.502384,0.498852,0.504197
54,39,0.490898,0.559389,0.486767
54,40,0.566377,0.568186,0.506237
54,41,0.518638,0.508448,0.516146
54,42,0.507451,0.493239,0.500188
54,43,0.5128,0.494979,0.502494
54,44,0.508645,0.510199,0.496108
54,45,0.504122,0.502548,0.509475
54,46,0.521401,0.503921,0.508839
54,47,0.497702,0.499609,0.517887
54,48,0.504164,0.493621,0.505006
54,49,0.49802,0.502487,0.510842
54,50,0.507624,0.487765,0.504008
54,51,0.504543,0.58723,0.497755
54,52,0.49722,0.494134,0.506523
54,53,0.520203,0.470336,0.507149
54,54,0.50891,0.479538,0.509483
54,55,0.507544,0.496244,0.506781
54,56,0.493352,0.49162,0.517398
54,57,0.528092,0.536064,0.518031
54,58,0.494656,0.492702,0.512383
54,59,0.540628,0.611659,0.463583
54,60,0.466767,0.601527,0.476244
54,61,0.548703,0.5686,0.532659
54,62,0.500024,0.491759,0.511808
54,63,0.490568,0.502251,0.511829
54,64,0.538972,0.527318,0.495236
54,65,0.501347,0.43874,0.554928
54,66,0.492007,0.471284,0.491027
54,67,0.511859,0.495259,0.518275
54,68,0.519392,0.558859,0.528993
54,69,0.498507,0.504314,0.55515
54,70,0.514517,0.493526,0.503914
54,71,0.431851,0.564993,0.48907
54,72,0.501267,0.494555,0.502903
54,73,0.499536,0.491519,0.508326
54,74,0.498709,0.497069,0.505586
54,75,0.540255,0.507612,0.509877
54,76,0.506181,0.495467,0.506787
54,77,0.521217,0.48596,0.520489
54,78,0.492366,0.497836,0.507148
54,79,0.501029,0.487484,0.508237
54,80,0.505608,0.499422,0.515996
54,81,0.482783,0.472797,0.50988
54,82,0.42957,0.388821,0.537146
54,83,0.491731,0.501835,0.508923
54,84,0.500296,0.500486,0.505649
54,85,0.49237,0.493784,0.509201
54,86,0.500423,0.497515,0.502034
54,87,0.510177,0.486212,0.502644
54,88,0.487893,0.492735,0.509944
54,89,0.499551,0.517821,0.507401
54,90,0.498514,0.482655,0.502624
54,91,0.514422,0.493828,0.493523
54,92,0.493003,0.490715,0.511093
54,93,0.500204,0.487246,0.507213
54,94,0.568615,0.512103,0.512227
54,95,0.480011,0.477175,0.51716
54,96,0.500978,0.492519,0.512023
54,97,0.520448,0.49375,0.506049
54,98,0.43429,0.525551,0.504597
54,99,0.497524,0.495669,0.503525
55,0,0.506046,0.476386,0.481268
55,1,0.516078,0.513027,0.519407
55,2,0.509628,0.492481,0.516956
55,3,0.502723,0.495384,0.51044
55,4,0.494636,0.492775,0.50547
55,5,0.51877,0.522375,0.524128
55,6,0.513457,0.491668,0.510468
55,7,0.499511,0.497047,0.502656
55,8,0.510978,0.496666,0.507157
55,9,0.511618,0.517842,0.524482
55,10,0.498991,0.462289,0.517466
55,11,0.506919,0.502122,0.498189
55,12,0.50643,0.479795,0.50843
55,13,0.514957,0.486696,0.510147
55,14,0.511439,0.503056,0.489932
55,15,0.500742,0.505486,0.494898
55,16,0.514275,0.50873,0.502243
55,17,0.501521,0.501777,0.509109
55,18,0.514031,0.501317,0.504447
55,19,0.501062,0.497363,0.506445
55,20,0.509591,0.456912,0.476744
55,21,0.491376,0.521814,0.552719
55,22,0.508361,0.486555,0.506423
55,23,0.479167,0.549014,0.468413
55,24,0.526246,0.504768,0.539883
55,25,0.477751,0.503043,0.508437
55,26,0.460534,0.516146,0.479816
55,27,0.518428,0.531017,0.491016
55,28,0.505835,0.490994,0.507513
55,29,0.503504,0.482053,0.499494
55,30,0.500138,0.489317,0.506968
55,31,0.500514,0.496173,0.521539
55,32,0.491342,0.500334,0.506629
55,33,0.494215,0.592399,0.535686
55,34,0.424941,0.482534,0.501256
55,35,0.503026,0.474685,0.508996
55,36,0.503475,0.491233,0.501838
55,37,0.507555,0.501477,0.507321
55,38,0.502713,0.498972,0.504967
55,39,0.490613,0.559989,0.486735
55,40,0.567344,0.569144,0.50641
55,41,0.519024,0.508953,0.516178
55,42,0.507445,0.49363,0.500641
55,43,0.51311,0.494578,0.502621
55,44,0.509143,0.509892,0.49686
55,45,0.503034,0.502696,0.510132
55,46,0.521771,0.503641,0.508363
55,47,0.498358,0.498737,0.518618
55,48,0.504503,0.494217,0.505714
55,49,0.497815,0.502991,0.511051
55,50,0.507236,0.488715,0.504265
55,51,0.504585,0.588384,0.497683
55,52,0.497083,0.492885,0.506535
55,53,0.51997,0.470158,0.507478
55,54,0.509104,0.478398,0.509706
55,55,0.50767,0.497593,0.506841
55,56,0.49299,0.491583,0.517999
55,57,0.528094,0.536248,0.518048
55,58,0.494475,0.493014,0.512683
55,59,0.54136,0.613456,0.463165
55,60,0.466246,0.603099,0.475883
55,61,0.549366,0.569573,0.533036
55,62,0.499635,0.491329,0.511972
55,63,0.491156,0.501361,0.512029
55,64,0.539268,0.527546,0.495573
55,65,0.501386,0.437862,0.555536
55,66,0.492362,0.47156,0.491384
55,67,0.511514,0.49444,0.518147
55,68,0.519784,0.559503,0.529221
55,69,0.498499,0.504906,0.55571
55,70,0.51424,0.493819,0.503864
55,71,0.430752,0.565799,0.488908
55,72,0.500306,0.493846,0.503288
55,73,0.499498,0.491769,0.509317
55,74,0.498432,0.49701,0.50557
55,75,0.540269,0.507534,0.510027
55,76,0.505596,0.494062,0.507105
55,77,0.521397,0.48643,0.520733
55,78,0.493431,0.497437,0.507731
55,79,0.501108,0.488021,0.507966
55,80,0.505149,0.499403,0.515679
55,81,0.482996,0.473117,0.510121
55,82,0.428437,0.38698,0.537759
55,83,0.492326,0.502274,0.509208
55,84,0.500485,0.500352,0.505015
55,85,0.492415,0.493917,0.508746
55,86,0.500336,0.497635,0.502049
55,87,0.510323,0.485027,0.502824
55,88,0.486948,0.492421,0.509899
55,89,0.500056,0.517585,0.5081
55,90,0.498978,0.482684,0.502904
55,91,0.514641,0.493671,0.492562
55,92,0.49342,0.491842,0.510011
55,93,0.500023,0.487695,0.507527
55,94,0.567985,0.512086,0.512012
55,95,0.480416,0.476819,0.517627
55,96,0.50143,0.492414,0.511844
55,97,0.520659,0.494127,0.506413
55,98,0.43313,0.526068,0.504888
55,99,0.49705,0.494512,0.503425
56,0,0.506498,0.476441,0.480754
56,1,0.515551,0.513287,0.519153
56,2,0.51052,0.492547,0.516912
56,3,0.502563,0.495686,0.51044
56,4,0.495543,0.493604,0.505641
56,5,0.519421,0.521741,0.523542
56,6,0.513219,0.491548,0.510597
56,7,0.499382,0.497166,0.502202
56,8,0.510837,0.497668,0.506567
56,9,0.511606,0.518062,0.524584
56,10,0.499074,0.462121,0.517571
56,11,0.506826,0.502204,0.498184
56,12,0.50577,0.48034,0.509156
56,13,0.515201,0.486606,0.51008
56,14,0.510624,0.502029,0.489961
56,15,0.501036,0.505106,0.496203
56,16,0.513807,0.50833,0.502457
56,17,0.501638,0.50118,0.509523
56,18,0.514279,0.499884,0.50468
56,19,0.500616,0.497223,0.506838
56,20,0.509823,0.456566,0.476841
56,21,0.491544,0.522148,0.55315
56,22,0.508847,0.486612,0.506914
56,23,0.479006,0.549569,0.46811
56,24,0.527046,0.504532,0.5402
56,25,0.478302,0.503263,0.508693
56,26,0.460207,0.516259,0.479816
56,27,0.518965,0.531584,0.491016
56,28,0.506024,0.491217,0.507444
56,29,0.503958,0.481226,0.500138
56,30,0.499817,0.489265,0.506687
56,31,0.500364,0.496497,0.522126
56,32,0.49084,0.499273,0.505509
56,33,0.494179,0.593758,0.536102
56,34,0.423745,0.482361,0.5013
56,35,0.503964,0.474552,0.508584
56,36,0.503893,0.491022,0.502103
56,37,0.508475,0.501721,0.507691
56,38,0.503022,0.499074,0.505777
56,39,0.490331,0.560583,0.486706
56,40,0.568307,0.570099,0.506585
56,41,0.51939,0.50944,0.516195
56,42,0.507418,0.494003,0.501133
56,43,0.51333,0.494168,0.502768
56,44,0.509623,0.509547,0.497641
56,45,0.501933,0.502774,0.510749
56,46,0.522095,0.503343,0.507876
56,47,0.499047,0.497857,0.51927
56,48,0.504821,0.494796,0.506463
56,49,0.497643,0.503427,0.511232
56,50,0.506844,0.489751,0.504554
56,51,0.504628,0.589533,0.497613
56,52,0.497028,0.491623,0.506593
56,53,0.519715,0.470008,0.507811
56,54,0.509267,0.477314,0.509912
56,55,0.507776,0.498923,0.50694
56,56,0.492652,0.491578,0.518536
56,57,0.528089,0.53642,0.518061
56,58,0.494347,0.493315,0.512926
56,59,0.54209,0.61525,0.462749
56,60,0.465725,0.604668,0.475522
56,61,0.550026,0.570542,0.533412
56,62,0.499292,0.490959,0.512105
56,63,0.491794,0.500436,0.512213
56,64,0.539554,0.527766,0.495913
56,65,0.501425,0.436989,0.55614
56,66,0.492727,0.471853,0.491758
56,67,0.511132,0.493618,0.517966
56,68,0.520175,0.560139,0.529447
56,69,0.498492,0.505497,0.556258
56,70,0.513872,0.494104,0.503834
56,71,0.429655,0.566602,0.488747
56,72,0.499374,0.493119,0.503716
56,73,0.499505,0.492079,0.510276
56,74,0.498237,0.496939,0.5056
56,75,0.540265,0.507455,0.510176
56,76,0.50499,0.49264,0.507462
56,77,0.52154,0.486916,0.520949
56,78,0.494567,0.497032,0.508305
56,79,0.501177,0.488614,0.507642
56,80,0.504673,0.499378,0.515288
56,81,0.483229,0.473457,0.510361
56,82,0.427306,0.38514,0.538371
56,83,0.492962,0.502659,0.509471
56,84,0.500675,0.500123,0.5044
56,85,0.492512,0.494039,0.508235
56,86,0.500229,0.497738,0.502104
56,87,0.5104,0.483896,0.503033
56,88,0.486085,0.492113,0.509834
56,89,0.500568,0.51731,0.508799
56,90,0.499471,0.482778,0.503199
56,91,0.514832,0.493518,0.491663
56,92,0.493887,0.492992,0.508886
56,93,0.499872,0.488222,0.507875
56,94,0.567346,0.512069,0.511797
56,95,0.480843,0.476475,0.51808
56,96,0.501856,0.492301,0.511594
56,97,0.520791,0.494505,0.506788
56,98,0.431975,0.526583,0.505179
56,99,0.496659,0.493344,0.503371
57,0,0.506948,0.476508,0.480261
57,1,0.515012,0.513523,0.51888
57,2,0.511375,0.49261,0.516813
57,3,0.50237,0.495981,0.510373
57,4,0.496524,0.494413,0.505866
57,5,0.520056,0.521086,0.522944
57,6,0.512929,0.491459,0.510692
57,7,0.499327,0.497264,0.501803
57,8,0.510612,0.49866,0.506
57,9,0.511596,0.518263,0.524668
57,10,0.499161,0.461977,0.517665
57,11,0.506739,0.502248,0.498235
57,12,0.505111,0.480946,0.509858
57,13,0.515393,0.486546,0.509979
57,14,0.509793,0.500984,0.490032
57,15,0.501336,0.504687,0.497564
57,16,0.513321,0.507877,0.502676
57,17,0.501741,0.500512,0.509905
57,18,0.514463,0.498418,0.50493
57,19,0.500152,0.497058,0.507276
57,20,0.510051,0.456232,0.476946
57,21,0.491716,0.522477,0.553572
57,22,0.509263,0.486721,0.507434
57,23,0.478846,0.550121,0.467813
57,24,0.527836,0.504294,0.540503
57,25,0.478898,0.503468,0.508943
57,26,0.459888,0.516369,0.479821
57,27,0.519498,0.53214,0.491023
57,28,0.506201,0.491516,0.507407
57,29,0.504409,0.480465,0.50081
57,30,0.499557,0.489279,0.506444
57,31,0.500209,0.496818,0.522626
57,32,0.490434,0.498206,0.504418
57,33,0.494143,0.595113,0.536517
57,34,0.422554,0.482189,0.501344
57,35,0.504903,0.474471,0.508164
57,36,0.5043,0.490888,0.502399
57,37,0.509346,0.501918,0.508056
57,38,0.503312,0.499151,0.506631
57,39,0.49005,0.561171,0.486678
57,40,0.569267,0.571051,0.50676
57,41,0.519734,0.509912,0.516196
57,42,0.507373,0.49435,0.50167
57,43,0.513467,0.493749,0.502936
57,44,0.510089,0.509163,0.498451
57,45,0.500818,0.502779,0.511332
57,46,0.522371,0.503021,0.507388
57,47,0.499766,0.496969,0.519834
57,48,0.50512,0.495349,0.507256
57,49,0.497509,0.503786,0.511389
57,50,0.506441,0.490862,0.504875
57,51,0.50467,0.590678,0.497543
57,52,0.497044,0.490383,0.506695
57,53,0.519439,0.469885,0.508144
57,54,0.509398,0.476284,0.5101
57,55,0.50783,0.500239,0.507073
57,56,0.492335,0.491606,0.519008
57,57,0.528076,0.536579,0.518071
57,58,0.494272,0.493606,0.513115
57,59,0.54282,0.617043,0.462333
57,60,0.465205,0.606235,0.475163
57,61,0.550683,0.571508,0.533785
57,62,0.49899,0.490655,0.512202
57,63,0.492506,0.499486,0.512379
57,64,0.539831,0.527981,0.496257
57,65,0.501465,0.43612,0.55674
57,66,0.493102,0.472166,0.492149
57,67,0.510713,0.492792,0.517731
57,68,0.520565,0.560769,0.52967
57,69,0.498487,0.506088,0.556795
57,70,0.513421,0.494379,0.503825
57,71,0.42856,0.567403,0.488586
57,72,0.498516,0.49237,0.504199
57,73,0.499562,0.492416,0.511191
57,74,0.498117,0.496846,0.505684
57,75,0.540243,0.507374,0.510324
57,76,0.504366,0.491245,0.507855
57,77,0.521647,0.487417,0.521138
57,78,0.495756,0.496617,0.508825
57,79,0.501235,0.489272,0.507308
57,80,0.504164,0.499346,0.51483
57,81,0.483481,0.473817,0.510601
57,82,0.426175,0.383302,0.538983
57,83,0.493637,0.502967,0.50971
57,84,0.500861,0.49983,0.503818
57,85,0.492663,0.494152,0.507669
57,86,0.500103,0.497816,0.502203
57,87,0.510426,0.48282,0.503265
57,88,0.4853,0.491822,0.509749
57,89,0.501084,0.516996,0.509493
57,90,0.499994,0.482942,0.503508
57,91,0.515008,0.493372,0.490813
57,92,0.494408,0.494133,0.507708
57,93,0.499767,0.488819,0.508222
57,94,0.566698,0.51205,0.511582
57,95,0.481292,0.476145,0.518519
57,96,0.502249,0.492181,0.511276
57,97,0.520842,0.494884,0.507176
57,98,0.430826,0.527095,0.50547
57,99,0.496343,0.492154,0.503372
58,0,0.507397,0.476587,0.479788
58,1,0.514467,0.513731,0.518585
58,2,0.512193,0.49267,0.516661
58,3,0.502146,0.496264,0.510247
58,4,0.497574,0.495191,0.506144
58,5,0.520676,0.520404,0.522338
58,6,0.512584,0.4914,0.510754
58,7,0.499341,0.497331,0.501456
58,8,0.510311,0.499642,0.505455
58,9,0.511584,0.518445,0.524732
58,10,0.499253,0.461858,0.517748
58,11,0.506657,0.502252,0.498338
58,12,0.504453,0.481615,0.510529
58,13,0.515531,0.486518,0.509845
58,14,0.508949,0.499923,0.490146
58,15,0.501642,0.504229,0.498977
58,16,0.51281,0.507369,0.502907
58,17,0.501835,0.499772,0.51026
58,18,0.514569,0.496942,0.505202
58,19,0.499715,0.496856,0.507761
58,20,0.510277,0.455911,0.47706
58,21,0.491893,0.522801,0.553985
58,22,0.509605,0.486879,0.507982
58,23,0.478689,0.550669,0.467519
58,24,0.528618,0.504055,0.540793
58,25,0.479535,0.503657,0.509187
58,26,0.459575,0.516476,0.47983
58,27,0.520027,0.532684,0.491037
58,28,0.506361,0.491878,0.507404
58,29,0.504859,0.479788,0.501505
58,30,0.499362,0.489357,0.506238
58,31,0.500053,0.497136,0.523043
58,32,0.490123,0.497128,0.503352
58,33,0.494108,0.596465,0.536931
58,34,0.421368,0.482018,0.501389
58,35,0.505843,0.474444,0.507733
58,36,0.50469,0.490817,0.502728
58,37,0.510173,0.502072,0.508396
58,38,0.503587,0.499193,0.507528
58,39,0.489771,0.561752,0.486652
58,40,0.570225,0.572,0.506935
58,41,0.520051,0.510371,0.516182
58,42,0.507311,0.494662,0.50225
58,43,0.513527,0.493319,0.503127
58,44,0.510542,0.508742,0.499285
58,45,0.499693,0.502713,0.511888
58,46,0.522594,0.502672,0.50691
58,47,0.500503,0.496073,0.520313
58,48,0.505404,0.495866,0.508092
58,49,0.497416,0.504067,0.511522
58,50,0.50602,0.492036,0.50523
58,51,0.504712,0.591819,0.497473
58,52,0.497124,0.489206,0.506835
58,53,0.519136,0.469791,0.508471
58,54,0.509504,0.475302,0.510273
58,55,0.507827,0.501517,0.507225
58,56,0.492047,0.491656,0.519427
58,57,0.528057,0.536726,0.518078
58,58,0.494251,0.493882,0.513247
58,59,0.543548,0.618834,0.461918
58,60,0.464687,0.607799,0.474805
58,61,0.551339,0.57247,0.534157
58,62,0.498728,0.490412,0.512252
58,63,0.493292,0.498521,0.512503
58,64,0.540098,0.528189,0.496605
58,65,0.501504,0.435255,0.557338
58,66,0.493486,0.472505,0.492559
58,67,0.510257,0.491964,0.517441
58,68,0.520953,0.561391,0.52989
58,69,0.498484,0.506678,0.55732
58,70,0.512892,0.494644,0.503839
58,71,0.427469,0.568202,0.488426
58,72,0.497726,0.491641,0.50473
58,73,0.499671,0.492738,0.51205
58,74,0.498066,0.496723,0.505821
58,75,0.540202,0.507291,0.51047
58,76,0.503729,0.489907,0.508235
58,77,0.521716,0.487933,0.521299
58,78,0.496998,0.496187,0.509288
58,79,0.501275,0.489993,0.507007
58,80,0.503624,0.499303,0.514312
58,81,0.483755,0.474195,0.510845
58,82,0.425045,0.381466,0.539595
58,83,0.494353,0.503197,0.509927
58,84,0.501031,0.499501,0.503279
58,85,0.492873,0.49424,0.507103
58,86,0.499961,0.497857,0.502345
58,87,0.510411,0.481802,0.503517
58,88,0.484585,0.49156,0.509648
58,89,0.501604,0.516642,0.510184
58,90,0.500533,0.483182,0.503837
58,91,0.515169,0.493231,0.490014
58,92,0.494988,0.495248,0.506528
58,93,0.499703,0.489477,0.508523
58,94,0.566042,0.512029,0.511366
58,95,0.481758,0.475831,0.518943
58,96,0.502617,0.492081,0.510898
58,97,0.52081,0.495267,0.507575
58,98,0.429682,0.527606,0.50576
58,99,0.496094,0.490984,0.50342
59,0,0.507846,0.476678,0.479338
59,1,0.513918,0.513911,0.518268
59,2,0.512973,0.492722,0.516454
59,3,0.501889,0.496525,0.51007
59,4,0.498684,0.495933,0.506476
59,5,0.52128,0.519697,0.521724
59,6,0.51218,0.491372,0.510792
59,7,0.499416,0.497363,0.501163
59,8,0.509956,0.500596,0.50493
59,9,0.51157,0.518607,0.524776
59,10,0.49935,0.461765,0.517821
59,11,0.506581,0.50222,0.498491
59,12,0.503793,0.482352,0.511167
59,13,0.515608,0.48652,0.509688
59,14,0.50809,0.498853,0.490305
59,15,0.501953,0.503734,0.50044
59,16,0.512266,0.506804,0.503154
59,17,0.501905,0.498985,0.510578
59,18,0.514606,0.495466,0.505499
59,19,0.499343,0.49663,0.508243
59,20,0.5105,0.455601,0.477182
59,21,0.492073,0.523119,0.554388
59,22,0.50988,0.487075,0.508537
59,23,0.478534,0.551212,0.46723
59,24,0.529392,0.503814,0.541068
59,25,0.480213,0.503829,0.509426
59,26,0.459269,0.51658,0.479844
59,27,0.520553,0.533218,0.491058
59,28,0.506493,0.492291,0.507443
59,29,0.505306,0.479188,0.502222
59,30,0.499224,0.4895,0.506071
59,31,0.499915,0.497447,0.523375
59,32,0.489909,0.496038,0.502309
59,33,0.494073,0.597814,0.537343
59,34,0.420188,0.481848,0.501434
59,35,0.506786,0.474474,0.5073
59,36,0.505052,0.490797,0.5031
59,37,0.510959,0.502183,0.508704
59,38,0.503832,0.499203,0.508424
59,39,0.489494,0.562328,0.486627
59,40,0.57118,0.572947,0.507111
59,41,0.520343,0.510816,0.516153
59,42,0.507225,0.494942,0.502879
59,43,0.513517,0.49289,0.503342
59,44,0.51098,0.508282,0.500144
59,45,0.49858,0.502571,0.51242
59,46,0.522759,0.502294,0.506442
59,47,0.501237,0.495171,0.520706
59,48,0.505658,0.496353,0.508926
59,49,0.497359,0.504269,0.511633
59,50,0.505572,0.493224,0.505632
59,51,0.504754,0.592955,0.497405
59,52,0.497262,0.488095,0.507014
59,53,0.518805,0.469725,0.508793
59,54,0.509596,0.474364,0.510435
59,55,0.507792,0.502738,0.507393
59,56,0.491795,0.49172,0.519807
59,57,0.52803,0.536861,0.518081
59,58,0.494288,0.494143,0.513321
59,59,0.544277,0.620622,0.461505
59,60,0.464169,0.609361,0.474447
59,61,0.551991,0.573429,0.534527
59,62,0.498514,0.490232,0.512252
59,63,0.494136,0.49754,0.512568
59,64,0.540356,0.52839,0.496957
59,65,0.501543,0.434395,0.557931
59,66,0.493882,0.472877,0.492989
59,67,0.509769,0.491146,0.517095
59,68,0.52134,0.562006,0.530108
59,69,0.498482,0.507268,0.557833
59,70,0.512294,0.494909,0.503878
59,71,0.42638,0.568999,0.488267
59,72,0.496994,0.490978,0.505299
